date,competitor,name,group,params,price,article,url
30.05.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '23-50-10*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.89 г'}",47990,339696,https://sunlight.net/catalog/earring_339696.html
30.05.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '002-0186-2000-020*', 'Материал изделия': 'Желтое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.17 г'}",48990,992422,https://sunlight.net/catalog/earring_992422.html
30.05.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '00338-10-030001-00*', 'Материал изделия': 'Желтое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.11 г'}",53490,992223,https://sunlight.net/catalog/ring_992223.html
30.05.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '11-01-0050-40119*', 'Материал изделия': 'Розовое золото', 'Диаметр серег': '50 мм', 'Страна производства': 'Россия', 'Вес изделия': '2.36 г'}",30990,113810,https://sunlight.net/catalog/earring_113810.html
30.05.2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': '8035201П-40*', 'Материал изделия': 'Розовое золото', 'Ширина цепи': '1,2 мм', 'Плетение': 'Якорь', 'Страна производства': 'Россия', 'Вес изделия': '1.18 г'}",19000,285836,https://sunlight.net/catalog/chains_285836.html
30.05.2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': 'НЦ 18-053-3 0,45*', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Ширина цепи': '1,47 мм', 'Плетение': 'Якорь', 'Страна производства': 'Россия', 'Вес изделия': '3.0 г'}",48000,89764,https://sunlight.net/catalog/chains_89764.html
30.05.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '08-62-0152-00*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.93 г'}",15990,349157,https://sunlight.net/catalog/earring_349157.html
30.05.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '72042*', 'Материал изделия': 'Розовое золото', 'Диаметр серег': '15 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.06 г'}",17990,278045,https://sunlight.net/catalog/earring_278045.html
30.05.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '22-50-12*', 'Диаметр серег': '50 мм', 'Страна производства': 'Россия', 'Вес изделия': '2.84 г'}",35990,244008,https://sunlight.net/catalog/earring_244008.html
30.05.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '300-1-089Р*', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '0.41 г'}",6490,986602,https://sunlight.net/catalog/pendants_986602.html
