date,competitor,name,group,params,price,article,url
18-06-2024,Sunlight,"
    Золотая подвеска с изумрудами и бриллиантами
  ",Подвески,"{'Модель': '9751-P5R-06', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Изумруд гидротермальный', 'Страна производства': 'Россия', 'Вес изделия': '0.72 г'}",24990,57683,https://sunlight.net/catalog/pendants_57683.html
18-06-2024,Sunlight,"
    Золотые серьги с турмалинами
  ",Серьги,"{'Модель': '02-3-321-1900-010*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Турмалин синтетический', 'Страна производства': 'Россия', 'Вес изделия': '3.66 г'}",37990,314212,https://sunlight.net/catalog/earring_314212.html
18-06-2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '73669-K5W-01', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '1.88 г'}",77990,986475,https://sunlight.net/catalog/ring_986475.html
18-06-2024,Sunlight,"
    Золотые серьги с изумрудами и бриллиантами
  ",Серьги,"{'Модель': '73150-C5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Изумруд', 'Страна производства': 'Россия', 'Вес изделия': '1.83 г'}",59990,350498,https://sunlight.net/catalog/earring_350498.html
18-06-2024,Sunlight,"
    Золотая подвеска ""Святой Николай Чудотворец""
  ",Подвески,"{'Модель': '740236*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '1.2 г'}",15990,310755,https://sunlight.net/catalog/pendants_310755.html
18-06-2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '15-01-0000-24690*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.64 г'}",6990,155069,https://sunlight.net/catalog/earring_155069.html
18-06-2024,Sunlight,"
    Золотое кольцо с фианитами и топазами
  ",Кольца,"{'Модель': '1507108 1 3 1*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Топаз, Фианит', 'Страна производства': 'Россия', 'Вес изделия': '1.48 г'}",18990,331151,https://sunlight.net/catalog/ring_331151.html
18-06-2024,Sunlight,"
    Золотое кольцо с сапфирами
  ",Кольца,"{'Модель': '73692-K5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Сапфир', 'Страна производства': 'Россия', 'Вес изделия': '1.46 г'}",49990,987511,https://sunlight.net/catalog/ring_987511.html
18-06-2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': 'Т100029608*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.14 г'}",38990,103807,https://sunlight.net/catalog/earring_103807.html
18-06-2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': 'С132-1968*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.92 г'}",13990,241432,https://sunlight.net/catalog/earring_310871.html
18-06-2024,Sunlight,"
    Золотое кольцо с кварцами дымчатыми
  ",Кольца,"{'Модель': '095319_01_01_000_2464*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Кварц дымчатый', 'Страна производства': 'Россия', 'Вес изделия': '3.81 г'}",32990,277138,https://sunlight.net/catalog/ring_277138.html
18-06-2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '15-02-0001-24034*', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.98 г'}",10490,222137,https://sunlight.net/catalog/earring_222137.html
18-06-2024,Sunlight,"
    Золотые серьги с гранатом и бриллиантами
  ",Серьги,"{'Модель': '70856-C5R-03', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Гранат', 'Страна производства': 'Россия', 'Вес изделия': '2.98 г'}",47990,239341,https://sunlight.net/catalog/earring_239341.html
18-06-2024,Sunlight,"
    Золотое кольцо с гранатом и бриллиантами
  ",Кольца,"{'Модель': '70027-K5R-02', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Гранат', 'Страна производства': 'Россия', 'Вес изделия': '2.77 г'}",40990,347418,https://sunlight.net/catalog/ring_347418.html
18-06-2024,Sunlight,"
    Золотая подвеска с кварцем
  ",Подвески,"{'Модель': 'ПРК-01*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Кварц', 'Страна производства': 'Россия', 'Вес изделия': '0.66 г'}",10490,988470,https://sunlight.net/catalog/pendants_988470.html
18-06-2024,Sunlight,"
    Золотые серьги с топазами и горным хрусталем
  ",Серьги,"{'Модель': '43218700-Тп1*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Топаз, Горный хрусталь', 'Страна производства': 'Россия', 'Вес изделия': '2.47 г'}",26990,320817,https://sunlight.net/catalog/earring_320817.html
18-06-2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': 'СГ-18/1019_4*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.85 г'}",18990,258325,https://sunlight.net/catalog/earring_258325.html
18-06-2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '40173200*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.94 г'}",12990,132212,https://sunlight.net/catalog/earring_132212.html
18-06-2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': 'Т2150382120*', 'Ширина браслета': '7,58 мм', 'Плетение': 'Гарибальди', 'Страна производства': 'Россия', 'Вес изделия': '32.16 г'}",170126,301848,https://sunlight.net/catalog/bracelets_301848.html
