date,competitor,name,group,params,price,article,url
18-06-2024,Sunlight,"
    Золотая подвеска с фианитами
  ",Подвески,"{'Модель': 'П1326006-501*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.47 г'}",4990,276924,https://sunlight.net/catalog/pendants_276924.html
18-06-2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '70363-K5M-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '2.57 г'}",109990,98053,https://sunlight.net/catalog/ring_98053.html
18-06-2024,Sunlight,"
    Золотое кольцо с коньячными бриллиантами, изумрудами и бриллиантами
  ",Кольца,"{'Модель': '73098-K5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Изумруд, Бриллиант коньячный', 'Страна производства': 'Россия', 'Вес изделия': '2.49 г'}",124990,340344,https://sunlight.net/catalog/ring_340344.html
18-06-2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '73701-K5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '1.13 г'}",21990,988896,https://sunlight.net/catalog/ring_988896.html
18-06-2024,Sunlight,"
    Серебряные серьги с золотой вставкой и бриллиантами
  ",Серьги,"{'Модель': '02-3006/000Б-00', 'Материал изделия': 'Серебро', 'Покрытие': 'с элементами позолоты', 'Вставка': 'Бриллиант, Золото Au 585', 'Страна производства': 'Россия', 'Вес изделия': '1.02 г'}",4190,331358,https://sunlight.net/catalog/earring_331358.html
18-06-2024,Sunlight,"
    Золотые серьги с изумрудами и бриллиантами
  ",Серьги,"{'Модель': '70465-C5R-02', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант, Изумруд', 'Страна производства': 'Россия', 'Вес изделия': '3.7 г'}",104990,104134,https://sunlight.net/catalog/earring_104134.html
18-06-2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': 'S8045154П-45*', 'Материал изделия': 'Розовое золото', 'Ширина цепи': '2,44 мм', 'Плетение': 'Ромб двойной', 'Страна производства': 'Россия', 'Вес изделия': '2.29 г'}",17839,107721,https://sunlight.net/catalog/chains_107721.html
18-06-2024,Sunlight,"
    Золотые серьги с бриллиантами
  ",Серьги,"{'Модель': '73606-C5R-01', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Бриллиант', 'Страна производства': 'Россия', 'Вес изделия': '3.98 г'}",71990,986431,https://sunlight.net/catalog/earring_986431.html
18-06-2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': 'Т1030020140*', 'Материал изделия': 'Розовое золото', 'Ширина цепи': '1,45 мм', 'Плетение': 'Панцирь', 'Страна производства': 'Россия', 'Вес изделия': '2.46 г'}",18425,338746,https://sunlight.net/catalog/chains_338746.html
18-06-2024,Sunlight,"
    Золотое шейное украшение с топазами
  ",Шейное украшение,"{'Модель': '097542_10_01_000_0003*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Топаз', 'Страна производства': 'Россия', 'Вес изделия': '2.77 г'}",32990,329933,https://sunlight.net/catalog/neck_decoration_329933.html
18-06-2024,Sunlight,"
    Золотая подвеска-зодиак ""Лев""
  ",Подвески,"{'Модель': 'А470500.05/з*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.59 г'}",7990,271402,https://sunlight.net/catalog/pendants_271402.html
18-06-2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': 'С130-1747*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.71 г'}",11990,241406,https://sunlight.net/catalog/earring_241406.html
18-06-2024,Sunlight,"
    Золотые серьги с аметистом
  ",Серьги,"{'Модель': '2111442_04*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Аметист', 'Страна производства': 'Россия', 'Вес изделия': '3.59 г'}",37990,279402,https://sunlight.net/catalog/earring_279402.html
18-06-2024,Sunlight,"
    Золотая подвеска с фианитами
  ",Подвески,"{'Модель': '10117000-1*', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.9 г'}",12490,341806,https://sunlight.net/catalog/pendants_341806.html
18-06-2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '10107-C5Y-01', 'Материал изделия': 'Желтое золото', 'Покрытие': 'Позолота', 'Страна производства': 'Италия', 'Вес изделия': '4.3 г'}",69990,82991,https://sunlight.net/catalog/earring_82991.html
18-06-2024,Sunlight,"
    Золотые серьги с топазами
  ",Серьги,"{'Модель': '094459_02_01_000_0738*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Топаз лондон гидротермальный', 'Страна производства': 'Россия', 'Вес изделия': '3.9 г'}",42990,92882,https://sunlight.net/catalog/earring_92882.html
18-06-2024,Sunlight,"
    Золотое кольцо с бриллиантами
  ",Кольца,"{'Модель': '70397-K5W-01', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Вставка': 'Бриллиант', 'Ширина кольца': '3,1 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.07 г'}",44990,99834,https://sunlight.net/catalog/ring_99834.html
18-06-2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '2-3202-001*', 'Материал изделия': 'Розовое золото', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '0.83 г'}",8490,281276,https://sunlight.net/catalog/earring_281276.html
18-06-2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '12010602-20*', 'Материал изделия': 'Желтое золото', 'Вставка': 'Фианит', 'Диаметр серег': '10 мм', 'Страна производства': 'Россия', 'Вес изделия': '1.36 г'}",15990,94031,https://sunlight.net/catalog/earring_94031.html
18-06-2024,Sunlight,"
    Золотое кольцо с фианитами
  ",Кольца,"{'Модель': 'кл3501-01*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '5.05 г'}",60100,343826,https://sunlight.net/catalog/ring_343826.html
18-06-2024,Sunlight,"
    Золотые серьги с фианитами
  ",Серьги,"{'Модель': '2534607 1 1 1*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Вставка': 'Фианит', 'Страна производства': 'Россия', 'Вес изделия': '2.72 г'}",33990,336218,https://sunlight.net/catalog/earring_336218.html
