data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
18-06-2024,Sokolov,Кольцо из белого золота с бриллиантами,rings,3.01 г,157500,349990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (5 шт, 0.46 карат) и еще 1",Белое золото 585 пробы,3.01 г,1011778
18-06-2024,Sokolov,Кольцо из белого золота с бриллиантами,rings,1.83 г,50000,249990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (1 шт, 0.11 карат) и еще 1",Белое золото 585 пробы,,1011895
18-06-2024,Sokolov,Кольцо из белого золота с бриллиантами,rings,1.85 г,159750,354990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (1 шт, 0.241 карат) и еще 1",Белое золото 585 пробы,1.85 г,1012131-3
18-06-2024,Sokolov,Кольцо из комбинированного золота с бриллиантами,rings,1.92 г,72000,159990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (1 шт, 0.093 карат) и еще 1",Комбинированное золото 585 пробы,,1014124-01
18-06-2024,Sokolov,"Обручальное кольцо из белого золота с фианитами, comfort fit, 5 мм, с алмазной гранью",rings,3.82 г,43500,144990,,"Фианит (98 шт, 0.833 карат)",Белое золото 585 пробы,,112060-01
18-06-2024,Sokolov,"Обручальное кольцо из комбинированного золота с фианитами, comfort fit, 4 мм",rings,3.1 г,42750,94990,,"Фианит (5 шт, 0.143 карат)",Комбинированное золото 585 пробы,,114119-01
18-06-2024,Sokolov,Кольцо из комбинированного золота с бриллиантами и сапфиром,rings,2.26 г,47250,104990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Сапфир (1 шт, 0.18 карат) и еще 1",Комбинированное золото 585 пробы,,2010982
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и сапфирами,rings,3.83 г,79500,264990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Сапфир (26 шт, 1.128 карат) и еще 1",Красное золото 585 пробы,3.83 г,2011221
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и изумрудом,rings,2.78 г,139500,309990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Изумруд натуральный (1 шт, 1.093 карат) и еще 1",Красное золото 585 пробы,,3010466
18-06-2024,Sokolov,Кольцо из белого золота с бриллиантами и турмалином,rings,3.17 г,141750,314990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (19 шт, 0.141 карат) и еще 3",Белое золото 585 пробы,3.17 г,6014196-3
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и гидротермальным изумрудом,rings,1.86 г,37350,82990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (6 шт, 0.022 карат) и еще 1",Красное золото 585 пробы,,71-00157
18-06-2024,Sokolov,Кольцо из золота с миксом камней,rings,2.31 г,32850,72990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бирюза синтетическая (1 шт, 0.415 карат) и еще 5",Красное золото 585 пробы,,715721
18-06-2024,Sokolov,Кольцо из золота с аметистом,rings,0.95 г,17100,37990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Аметист (1 шт, 0.221 карат)",Красное золото 585 пробы,,715865
18-06-2024,Sokolov,Кольцо из золота с топазом и фианитами,rings,1.42 г,17400,57990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Топаз (1 шт, 0.963 карат) и еще 4",Красное золото 585 пробы,,716076
18-06-2024,Sokolov,Кольцо из золота с топазом,rings,1.58 г,12900,42990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Топаз (1 шт, 0.554 карат)",Красное золото 585 пробы,,716135
