data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
18-06-2024,Sokolov,"Цепь из золота, плетение Лав, 585 проба",chains,7.56 г,84000,279990,,Без вставок,Красное золото 585 пробы,Лав,581050502
18-06-2024,Sokolov,"Цепь из золота, плетение Сингапур, 585 проба",chains,4.08 г,48600,107990,,Без вставок,Красное золото 585 пробы,Сингапур,581060352
18-06-2024,Sokolov,"Цепь из белого золота, плетение Бисмарк, 585 проба",chains,18.04 г,202500,449990,,Без вставок,Белое золото 585 пробы,Бисмарк,581070702-3
18-06-2024,Sokolov,"Цепь из золота, плетение Сингапур, 585 проба",chains,5.76 г,73500,244990,,Без вставок,Красное золото 585 пробы,Сингапур,582060602
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и танзанитом,rings,2.94 г,63000,139990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (16 шт, 0.059 карат) и еще 2",Красное золото 585 пробы,,6014074
18-06-2024,Sokolov,Кольцо из белого золота с бриллиантами и аквамарином,rings,1.93 г,54000,119990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (45 шт, 0.167 карат) и еще 1",Белое золото 585 пробы,,6014136
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и танзанитом,rings,2.07 г,52500,174990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (36 шт, 0.133 карат) и еще 1",Красное золото 585 пробы,,6014141
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и танзанитом,rings,1.53 г,33750,74990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (6 шт, 0.017 карат) и еще 1",Красное золото 585 пробы,,6014152
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и танзанитом,rings,1.65 г,47250,104990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (14 шт, 0.052 карат) и еще 1",Красное золото 585 пробы,,6014180
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и турмалином,rings,1.65 г,51750,114990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (6 шт, 0.044 карат) и еще 2",Красное золото 585 пробы,,6014204
18-06-2024,Sokolov,Кольцо из золота с турмалином,rings,2.7 г,60750,134990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Турмалин (6 шт, 1.821 карат)",Красное золото 585 пробы,,6014205
18-06-2024,Sokolov,Кольцо из золота с бриллиантами и танзанитом,rings,1.65 г,44100,97990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (36 шт, 0.133 карат) и еще 1",Красное золото 585 пробы,,6014221
18-06-2024,Sokolov,Кольцо из белого золота с бриллиантами и танзанитом,rings,1.82 г,54000,119990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант (природный) (24 шт, 0.089 карат) и еще 2",Белое золото 585 пробы,,6014222-3
