data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
18-06-2024,Sokolov,Серьги из золота с жемчугом и фианитами ,earrings,3.25 г,39000,129990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (2 шт, 6.493 карат) и еще 1",Красное золото 585 пробы,Английский,792390
18-06-2024,Sokolov,Серьги из золота с миксом камней,earrings,5.9 г,57000,284990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Агат (2 шт, 0.028 карат) и еще 8",Красное золото 585 пробы,5.9 г,792402
18-06-2024,Sokolov,Серьги из золота с жемчугом,earrings,1.7 г,21600,47990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (2 шт, 2.2 карат)",Красное золото 585 пробы,Продёвка,792419
18-06-2024,Sokolov,Серьги из золота с жемчугом,earrings,3.27 г,27000,59990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (4 шт, 8.468 карат)",Красное золото 585 пробы,Английский,792435
18-06-2024,Sokolov,Серьги из золота с жемчугом,earrings,2.57 г,32850,72990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (6 шт, 3.9 карат)",Красное золото 585 пробы,Английский,792440
18-06-2024,Sokolov,Подвеска из золота с жемчугом и фианитами,pendants,1.46 г,21600,47990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (1 шт, 1.975 карат) и еще 1",Красное золото 585 пробы,,793165
18-06-2024,Sokolov,Браслет из золота с жемчугом,bracelets,1.03 г,24750,54990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (26 шт, 31.2 карат)",Красное золото 585 пробы,,795057
18-06-2024,Sokolov,Колье из золота с жемчугом,necklaces,0.77 г,10350,22990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (1 шт, 1.6 карат)",Красное золото 585 пробы,,797060
18-06-2024,Sokolov,Колье из золота с жемчугом,necklaces,0.25 г,24750,54990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (65 шт, 108.953 карат)",Красное золото 585 пробы,,797074
18-06-2024,Sokolov,Колье из золота с жемчугом,necklaces,0.93 г,20250,44990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Жемчуг натуральный (5 шт, 3.25 карат)",Красное золото 585 пробы,,797085
18-06-2024,Sokolov,Кольцо из комбинированного золота с бриллиантом,rings,2.06 г,119250,264990,,"Бриллиант (природный) (1 шт, 0.33 карат)",Комбинированное золото 585 пробы,,9010073-57
18-06-2024,Sokolov,Кольцо из белого золота с бриллиантом выращенным,rings,1.8 г,90000,199990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант выращенный (1 шт, 0.336 карат) и еще 1",Белое золото 585 пробы,1.8 г,9010176-5
18-06-2024,Sokolov,Серьги из белого золота с бриллиантом выращенным,earrings,1.4 г,94500,209990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант выращенный (2 шт, 0.75 карат)",Белое золото 585 пробы,Пусет,9020029-5
18-06-2024,Sokolov,Серьги из белого золота с бриллиантом выращенным,earrings,1.38 г,85500,189990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант выращенный (2 шт, 0.56 карат)",Белое золото 585 пробы,Пусет,9020062-5
18-06-2024,Sokolov,Подвеска из белого золота с бриллиантом выращенным,pendants,0.35 г,38250,84990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Бриллиант выращенный (1 шт, 0.375 карат)",Белое золото 585 пробы,0.35 г,9030008-3-5
18-06-2024,Sokolov,Кольцо из комбинированного золота с гравировкой с фианитами,rings,2.59 г,36000,79990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (7 шт, 0.116 карат)",Комбинированное золото 585 пробы,,014742
18-06-2024,Sokolov,Кольцо из золота с фианитом,rings,2.22 г,27000,59990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (1 шт, 0.297 карат)",Красное золото 585 пробы,,018577
18-06-2024,Sokolov,Кольцо из золота с фианитом,rings,1.73 г,24750,54990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (1 шт, 1.455 карат)",Красное золото 585 пробы,,019029
18-06-2024,Sokolov,Кольцо из золота,rings,1.33 г,17100,37990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019182
18-06-2024,Sokolov,Кольцо из золота,rings,1.33 г,17100,37990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019188
18-06-2024,Sokolov,Кольцо из золота,rings,1.34 г,17100,37990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019262
18-06-2024,Sokolov,Кольцо из золота,rings,0.83 г,13050,28990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019276
18-06-2024,Sokolov,Кольцо из золота с фианитом,rings,1.89 г,26100,57990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (1 шт, 1.435 карат)",Красное золото 585 пробы,,019290
18-06-2024,Sokolov,Кольцо из золота с фианитами,rings,1.06 г,14850,32990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (19 шт, 0.162 карат)",Красное золото 585 пробы,,019291
18-06-2024,Sokolov,Кольцо из золота с фианитами,rings,1.23 г,14400,47990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (5 шт, 0.043 карат)",Красное золото 585 пробы,,019292
18-06-2024,Sokolov,Кольцо из золота,rings,1.02 г,15750,34990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019293
18-06-2024,Sokolov,Кольцо из золота,rings,1.11 г,12150,26990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019297
18-06-2024,Sokolov,Кольцо из золота,rings,3.03 г,39600,87990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019318
18-06-2024,Sokolov,Кольцо из золота с фианитами,rings,2.62 г,33750,74990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (1 шт, 0.846 карат) и еще 2",Красное золото 585 пробы,,019330
18-06-2024,Sokolov,Кольцо из золота с фианитами,rings,2.6 г,37350,82990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (51 шт, 0.326 карат)",Красное золото 585 пробы,,019348
18-06-2024,Sokolov,Кольцо из золота с фианитом,rings,1.73 г,24750,54990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (1 шт, 1.455 карат)",Красное золото 585 пробы,,019352
18-06-2024,Sokolov,Кольцо из золота с фианитами,rings,1.45 г,18000,39990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (1 шт, 0.846 карат) и еще 3",Красное золото 585 пробы,,019364
18-06-2024,Sokolov,Кольцо из золота с фианитами,rings,1.7 г,23850,52990,Второе золотое украшение БЕСПЛАТНО! 1 = 2,"Фианит (1 шт, 1.119 карат) и еще 1",Красное золото 585 пробы,,019379
