data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
30.05.2024,Sokolov,Серьги из золота,earrings,1.69 г,27000,59990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Продёвка,0200019
30.05.2024,Sokolov,Серьги из золота,earrings,0.76 г,11700,25990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Французский,0200040
30.05.2024,Sokolov,Серьги из золота,earrings,0.8 г,9900,32990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Французский,0200042
30.05.2024,Sokolov,Серьги из золота,earrings,1.22 г,18000,39990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Пусет,0200056
30.05.2024,Sokolov,Серьги из золота,earrings,2.72 г,40500,89990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Замок-булавка,0200061
30.05.2024,Sokolov,Серьги из золота,earrings,2.07 г,27900,61990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,0200118
30.05.2024,Sokolov,Серьги из золота,earrings,1.35 г,18900,41990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Зажим,0200121
30.05.2024,Sokolov,Серьги из золота,earrings,2.16 г,24750,54990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,0200134
30.05.2024,Sokolov,Серьги из золота,earrings,1.54 г,25200,55990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,0200170
30.05.2024,Sokolov,Серьги из золота,earrings,2.85 г,40500,89990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,0200180
30.05.2024,Sokolov,Серьги из золота,earrings,0.99 г,14400,31990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Пусет,0200202
