date,competitor,name,group,params,price,article,url
05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': 'п570-04*', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '8.73 г'}",84990,182681,https://sunlight.net/catalog/pendants_182681.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '2210601*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.99 г'}",37990,182375,https://sunlight.net/catalog/earring_182375.html
05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': 'С300-1-037Р*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '2.02 г'}",18990,179830,https://sunlight.net/catalog/pendants_179830.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': 'кл2388-01*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '4.91 г'}",56960,309093,https://sunlight.net/catalog/ring_309093.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '01-208664*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.58 г'}",32990,183238,https://sunlight.net/catalog/earring_183238.html
05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': 'П10018959*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.87 г'}",10990,182738,https://sunlight.net/catalog/pendants_182738.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '21083а*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.78 г'}",32990,182333,https://sunlight.net/catalog/earring_182333.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '020015*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.03 г'}",13990,366964,https://sunlight.net/catalog/earring_366964.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '08-62-0089-01*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.95 г'}",9490,348330,https://sunlight.net/catalog/earring_348330.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': 'кл2453-01*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '4.07 г'}",51280,309095,https://sunlight.net/catalog/ring_309095.html
05.06.2024,Sunlight,"
    Золотая булавка
  ",Булавка,"{'Модель': '74121*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.85 г'}",7990,277593,https://sunlight.net/catalog/pin_277593.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '36-1*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.89 г'}",11490,185363,https://sunlight.net/catalog/earring_185363.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '08-208542*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.56 г'}",35990,183226,https://sunlight.net/catalog/earring_183226.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '01-108561*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.67 г'}",30700,183205,https://sunlight.net/catalog/ring_183205.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '2253801*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.01 г'}",33990,182379,https://sunlight.net/catalog/earring_182379.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': 'С3014-2702*', 'Материал изделия': 'Желтое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.07 г'}",12490,181145,https://sunlight.net/catalog/earring_181145.html
05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': '57257*', 'Материал изделия': 'Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '4.58 г'}",67990,179812,https://sunlight.net/catalog/pendants_179812.html
