data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
01.07.2024,Sokolov,Кольцо обручальное из золота,rings,1.61 г,12990,0,,Без вставок,Красное золото 585 пробы,1.61 г,110260
01.07.2024,Sokolov,Кольцо обручальное из белого золота,rings,1.6 г,12990,0,,Без вставок,Белое золото 585 пробы,1.6 г,110260-3
01.07.2024,Sokolov,Кольцо обручальное из золота,rings,1.63 г,12990,0,,Без вставок,Красное золото 585 пробы,1.63 г,110261
01.07.2024,Sokolov,Кольцо из белого золота,rings,1.61 г,12990,0,,Без вставок,Белое золото 585 пробы,1.61 г,110262-3
01.07.2024,Sokolov,Кольцо из золота,rings,1.09 г,7990,0,,Без вставок,Красное золото 585 пробы,,019424
01.07.2024,Sokolov,Серьги из золота,earrings,0.93 г,7990,0,,Без вставок,Красное золото 585 пробы,Пусет,0200217
01.07.2024,Sokolov,Подвеска из золота,pendants,0.13 г,990,0,,Без вставок,Красное золото 585 пробы,,036439
01.07.2024,Sokolov,Серьги из желтого золота,earrings,3.55 г,49720,110490,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Жёлтое золото 585 пробы,Замок-булавка,029870-2
01.07.2024,Sokolov,Серьги из желтого золота,earrings,1.37 г,21600,47990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Жёлтое золото 585 пробы,,0200470-2
01.07.2024,Sokolov,Кольцо из золота,rings,2.43 г,26400,87990,,Без вставок,Красное золото 585 пробы,,019259
01.07.2024,Sokolov,Серьги из золота,earrings,2.37 г,31500,69990,,Без вставок,Красное золото 585 пробы,Английский,0200115
01.07.2024,Sokolov,Кольцо из золота,rings,1.58 г,21600,47990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,019287
01.07.2024,Sokolov,Серьги из золота,earrings,2.38 г,33750,74990,,Без вставок,Красное золото 585 пробы,,0200238
01.07.2024,Sokolov,Кольцо из золота,rings,2.23 г,26400,87990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,018886
01.07.2024,Sokolov,Серьги из золота,earrings,1.97 г,26100,57990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Красное золото 585 пробы,Английский,029646
01.07.2024,Sokolov,Кольцо из золота,rings,2.11 г,24750,54990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,019281
01.07.2024,Sokolov,Серьги из золота,earrings,2.16 г,27000,59990,,Без вставок,Красное золото 585 пробы,,0200134
01.07.2024,Sokolov,Кольцо из золота,rings,2.24 г,27000,89990,,Без вставок,Красное золото 585 пробы,,019471
01.07.2024,Sokolov,Серьги из золота,earrings,2.82 г,40500,89990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Английский,0200352
01.07.2024,Sokolov,Кольцо из золота,rings,1.32 г,21600,47990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,019268
01.07.2024,Sokolov,Серьги из золота,earrings,1.73 г,24750,54990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Английский,0200129
01.07.2024,Sokolov,Серьги из золота,earrings,1.56 г,22500,49990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,0200233
01.07.2024,Sokolov,Серьги из золота,earrings,1.43 г,21600,47990,,Без вставок,Красное золото 585 пробы,,0200234
01.07.2024,Sokolov,Серьги из золота,earrings,1.27 г,19350,42990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Английский,0200038
01.07.2024,Sokolov,Серьги из золота,earrings,1.12 г,13500,29990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Пусет,0200221
01.07.2024,Sokolov,"Обручальное кольцо из золота, 2 мм",rings,1.19 г,8990,0,,Без вставок,Красное золото 585 пробы,,110032
01.07.2024,Sokolov,"Обручальное кольцо из золота, 2,5 мм",rings,1.5 г,17100,37990,,Без вставок,Красное золото 585 пробы,,110183
01.07.2024,Sokolov,"Обручальное кольцо из золота, 3 мм",rings,1.33 г,17100,37990,,Без вставок,Красное золото 585 пробы,,110187
01.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,1.23 г,16650,36990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,110211
01.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,1.45 г,21600,47990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Красное золото 585 пробы,,110188
01.07.2024,Sokolov,Обручальное кольцо из золота,rings,1.62 г,22500,49990,,Без вставок,Красное золото 585 пробы,,111227
01.07.2024,Sokolov,"Обручальное кольцо из золота, 3 мм",rings,1.8 г,23850,52990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,110031
01.07.2024,Sokolov,Обручальное кольцо из золота,rings,2.62 г,22500,74990,,Без вставок,Красное золото 585 пробы,,110248
01.07.2024,Sokolov,"Обручальное кольцо из золота, comfort fit, 3,5 мм",rings,2.64 г,38250,84990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,111093-01
01.07.2024,Sokolov,"Обручальное кольцо из золота, comfort fit, 4,5 мм",rings,3.21 г,49500,109990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,111094-01
01.07.2024,Sokolov,"Обручальное кольцо из белого золота, comfort fit, 3,5 мм",rings,2.63 г,37350,82990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Белое золото 585 пробы,,112096-01
01.07.2024,Sokolov,"Обручальное кольцо из белого золота, comfort fit, 4,5 мм",rings,3.29 г,49500,109990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Белое золото 585 пробы,,112097-01
01.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,2.49 г,33750,74990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,110200
01.07.2024,Sokolov,"Обручальное кольцо из белого золота, 4 мм",rings,2.49 г,31500,69990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Белое золото 585 пробы,,110201
01.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм, с алмазной гранью",rings,2.43 г,30600,67990,,Без вставок,Красное золото 585 пробы,,111200
01.07.2024,Sokolov,"Обручальное кольцо из белого золота, 4 мм, с алмазной гранью",rings,2.56 г,35100,77990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Белое золото 585 пробы,,112211
