data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
18.06.2024,Sokolov,Серьги из белого золота с бриллиантами,earrings,1.42 г,12990.0,0.0,,"Бриллиант (природный) (18 шт, 0.054 карат)",Белое золото 585 пробы,Английский,1022206-3
18.06.2024,Sokolov,Кольцо из белого золота с бриллиантами,rings,0.9 г,7990.0,0.0,,"Бриллиант (природный) (23 шт, 0.069 карат)",Белое золото 585 пробы,,1012584-3
18.06.2024,Sokolov,Кольцо из золота с фианитом,rings,0.99 г,6990.0,0.0,,"Фианит (1 шт, 0.846 карат)",Красное золото 585 пробы,,019243
18.06.2024,Sokolov,Подвеска из золота с фианитом,pendants,0.37 г,1990.0,0.0,,"Фианит (1 шт, 0.846 карат)",Красное золото 585 пробы,,036552
18.06.2024,Sokolov,Кольцо из золота с фианитами,rings,0.97 г,6490.0,0.0,,"Фианит (5 шт, 1.004 карат)",Красное золото 585 пробы,,019263
18.06.2024,Sokolov,Серьги из золота с фианитами,earrings,1.67 г,11490.0,0.0,,"Фианит (10 шт, 1.223 карат)",Красное золото 585 пробы,Английский,0200136
18.06.2024,Sokolov,Кольцо обручальное из белого золота,rings,1.6 г,12990.0,0.0,,Без вставок,Белое золото 585 пробы,1.6 г,110260-3
18.06.2024,Sokolov,Кольцо обручальное из золота,rings,1.61 г,12990.0,0.0,,Без вставок,Красное золото 585 пробы,1.61 г,110260
18.06.2024,Sokolov,Кольцо обручальное из золота,rings,1.63 г,12990.0,0.0,,Без вставок,Красное золото 585 пробы,1.63 г,110261
18.06.2024,Sokolov,Кольцо из белого золота,rings,1.61 г,12990.0,0.0,,Без вставок,Белое золото 585 пробы,1.61 г,110262-3
18.06.2024,Sokolov,Подвеска из золота с топазом и фианитом,pendants,1.08 г,5990.0,0.0,,"Топаз (1 шт, 2.109 карат) и еще 1",Красное золото 585 пробы,,732930
18.06.2024,Sokolov,Подвеска из золота с жемчугом,pendants,0.63 г,2490.0,0.0,,"Жемчуг натуральный (1 шт, 2.75 карат)",Красное золото 585 пробы,,793163
18.06.2024,Sokolov,Серьги из золота с жемчугом,earrings,2.31 г,10990.0,0.0,,"Жемчуг натуральный (2 шт, 6.45 карат)",Красное золото 585 пробы,Продёвка,792410
18.06.2024,Sokolov,Серьги из золота с жемчугом,earrings,1.52 г,6990.0,0.0,,"Жемчуг натуральный (2 шт, 3.95 карат)",Красное золото 585 пробы,Пусет,792416
18.06.2024,Sokolov,Серьги из белого золота с бриллиантами,earrings,2.79 г,44990.0,0.0,,"Бриллиант (природный) (42 шт, 0.159 карат)",Белое золото 585 пробы,Английский,1021969-3
18.06.2024,Sokolov,Кольцо из белого золота с бриллиантами,rings,1.64 г,24990.0,0.0,,"Бриллиант (природный) (27 шт, 0.078 карат)",Белое золото 585 пробы,,1012355-3
18.06.2024,Sokolov,Серьги из белого золота с бриллиантами,earrings,1.04 г,10990.0,0.0,,"Бриллиант (природный) (2 шт, 0.04 карат)",Белое золото 585 пробы,Пусет,1022152-3
18.06.2024,Sokolov,Кольцо из белого золота с бриллиантом,rings,0.78 г,8990.0,0.0,,"Бриллиант (природный) (1 шт, 0.027 карат)",Белое золото 585 пробы,,1012564-3
