data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
10.06.2024,Sokolov,Кольцо обручальное из белого золота,rings,1.6 г,12990,0,,Без вставок,Белое золото 585 пробы,1.6 г,110260-3
10.06.2024,Sokolov,Кольцо обручальное из золота,rings,1.61 г,12990,0,,Без вставок,Красное золото 585 пробы,1.61 г,110260
10.06.2024,Sokolov,Кольцо обручальное из золота,rings,1.63 г,12990,0,,Без вставок,Красное золото 585 пробы,1.63 г,110261
10.06.2024,Sokolov,Кольцо из белого золота,rings,1.61 г,12990,0,,Без вставок,Белое золото 585 пробы,1.61 г,110262-3
10.06.2024,Sokolov,Подвеска из золота,pendants,0.13 г,990,0,,Без вставок,Красное золото 585 пробы,,036439
10.06.2024,Sokolov,Кольцо из золота,rings,1.09 г,7990,0,,Без вставок,Красное золото 585 пробы,,019424
10.06.2024,Sokolov,Серьги из золота,earrings,0.93 г,7990,0,,Без вставок,Красное золото 585 пробы,Пусет,0200217
10.06.2024,Sokolov,Серьги из золота,earrings,0.66 г,5490,0,,Без вставок,Красное золото 585 пробы,Продёвка,029432
10.06.2024,Sokolov,Серьги из золота,earrings,1.02 г,8490,0,,Без вставок,Красное золото 585 пробы,,029805
10.06.2024,Sokolov,Подвеска из золота,pendants,0.42 г,3490,0,,Без вставок,Красное золото 585 пробы,,121498
10.06.2024,Sokolov,Кольцо из золота,rings,1.72 г,23850,52990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,019254
10.06.2024,Sokolov,Серьги из золота,earrings,2.53 г,36000,79990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,0200117
10.06.2024,Sokolov,Кольцо из золота,rings,2.86 г,41850,92990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,019417
10.06.2024,Sokolov,Серьги из золота,earrings,2.75 г,38700,85990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,0200292
10.06.2024,Sokolov,Кольцо из золота,rings,3.15 г,41850,92990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,019296
10.06.2024,Sokolov,Серьги из золота,earrings,2.48 г,31500,69990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,0200165
10.06.2024,Sokolov,Кольцо из золота,rings,2.72 г,38250,84990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,019342
10.06.2024,Sokolov,Серьги из золота,earrings,2.55 г,35100,77990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,0200213
10.06.2024,Sokolov,Кольцо из золота,rings,2.24 г,27000,89990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,019471
10.06.2024,Sokolov,Серьги из золота,earrings,2.82 г,36000,79990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,0200352
10.06.2024,Sokolov,Кольцо из золота,rings,1.32 г,21600,47990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,019268
10.06.2024,Sokolov,Серьги из золота,earrings,1.73 г,24300,53990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,0200129
10.06.2024,Sokolov,Браслет из золота,bracelets,10.75 г,168750,374990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,051465
10.06.2024,Sokolov,Браслет из золота,bracelets,3.52 г,49500,109990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,051437
10.06.2024,Sokolov,Браслет из золота,bracelets,4.66 г,72000,159990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,051460
10.06.2024,Sokolov,Браслет из золота,bracelets,4.35 г,56250,124990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,051444
10.06.2024,Sokolov,Подвеска из золота,pendants,0.32 г,5400,11990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,034923
10.06.2024,Sokolov,Подвеска из золота,pendants,0.93 г,13050,28990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,036558
10.06.2024,Sokolov,Подвеска из золота,pendants,0.53 г,7650,16990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,036556
10.06.2024,Sokolov,Подвеска из золота,pendants,0.25 г,3820,8490,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,,036288
10.06.2024,Sokolov,Серьги из золота,earrings,1.05 г,14400,31990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,027410
10.06.2024,Sokolov,Серьги из золота,earrings,1.27 г,16200,35990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Английский,0200038
10.06.2024,Sokolov,Серьги из золота,earrings,0.82 г,13500,29990,Второе золотое украшение БЕСПЛАТНО! 1 ＝ 2,Без вставок,Красное золото 585 пробы,Французский,0200144
