data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
28.06.2024,Sokolov,Кольцо обручальное из белого золота,rings,1.6 г,12990,0,,Без вставок,Белое золото 585 пробы,1.6 г,110260-3
28.06.2024,Sokolov,Кольцо обручальное из золота,rings,1.61 г,12990,0,,Без вставок,Красное золото 585 пробы,1.61 г,110260
28.06.2024,Sokolov,Кольцо обручальное из золота,rings,1.63 г,12990,0,,Без вставок,Красное золото 585 пробы,1.63 г,110261
28.06.2024,Sokolov,Кольцо из белого золота,rings,1.61 г,12990,0,,Без вставок,Белое золото 585 пробы,1.61 г,110262-3
28.06.2024,Sokolov,Подвеска из золота,pendants,0.13 г,990,0,,Без вставок,Красное золото 585 пробы,,036439
28.06.2024,Sokolov,Кольцо из золота,rings,1.09 г,7990,0,,Без вставок,Красное золото 585 пробы,,019424
28.06.2024,Sokolov,Серьги из золота,earrings,0.93 г,7990,0,,Без вставок,Красное золото 585 пробы,Пусет,0200217
28.06.2024,Sokolov,Серьги из золота,earrings,0.66 г,5490,0,,Без вставок,Красное золото 585 пробы,Продёвка,029432
28.06.2024,Sokolov,Серьги из золота,earrings,1.02 г,8490,0,,Без вставок,Красное золото 585 пробы,,029805
28.06.2024,Sokolov,Подвеска из золота,pendants,0.42 г,3490,0,,Без вставок,Красное золото 585 пробы,,121498
28.06.2024,Sokolov,Кольцо из золота,rings,1.72 г,23850,52990,,Без вставок,Красное золото 585 пробы,,019254
28.06.2024,Sokolov,Серьги из золота,earrings,2.53 г,37350,82990,,Без вставок,Красное золото 585 пробы,Английский,0200117
28.06.2024,Sokolov,Кольцо из золота,rings,2.86 г,41850,92990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Красное золото 585 пробы,,019417
28.06.2024,Sokolov,Серьги из золота,earrings,2.75 г,31500,69990,,Без вставок,Красное золото 585 пробы,Английский,0200292
28.06.2024,Sokolov,Кольцо из золота,rings,3.23 г,41850,92990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,019296
28.06.2024,Sokolov,Серьги из золота,earrings,2.48 г,37350,82990,,Без вставок,Красное золото 585 пробы,Английский,0200165
28.06.2024,Sokolov,Кольцо из золота,rings,2.72 г,38250,84990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Красное золото 585 пробы,,019342
28.06.2024,Sokolov,Серьги из золота,earrings,2.55 г,38250,84990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Английский,0200213
28.06.2024,Sokolov,Кольцо из золота,rings,2.24 г,27000,89990,,Без вставок,Красное золото 585 пробы,,019471
28.06.2024,Sokolov,Серьги из золота,earrings,2.82 г,40500,89990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Английский,0200352
28.06.2024,Sokolov,Кольцо из золота,rings,1.32 г,21600,47990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,019268
28.06.2024,Sokolov,Серьги из золота,earrings,1.73 г,24750,54990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,Английский,0200129
28.06.2024,Sokolov,Браслет из золота,bracelets,10.75 г,168750,374990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -20%,Без вставок,Красное золото 585 пробы,,051465
28.06.2024,Sokolov,Браслет из золота,bracelets,3.52 г,49500,109990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,051437
28.06.2024,Sokolov,Браслет из золота,bracelets,4.66 г,72000,159990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,051460
28.06.2024,Sokolov,Браслет из золота,bracelets,4.35 г,56250,124990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,051444
28.06.2024,Sokolov,Подвеска из золота,pendants,0.32 г,5400,11990,Дополнительная скидка по акции «FLASH-РАСПРОДАЖА» ЕЩЁ -10%,Без вставок,Красное золото 585 пробы,,034923
