data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
31.05.2024,Sokolov,Кольцо обручальное из белого золота,rings,1.6 г,12990,0,,Без вставок,Белое золото 585 пробы,1.6 г,110260-3
31.05.2024,Sokolov,Кольцо обручальное из золота,rings,1.61 г,12990,0,,Без вставок,Красное золото 585 пробы,1.61 г,110260
31.05.2024,Sokolov,Кольцо обручальное из золота,rings,1.63 г,12990,0,,Без вставок,Красное золото 585 пробы,1.63 г,110261
31.05.2024,Sokolov,Кольцо из белого золота,rings,1.61 г,12990,0,,Без вставок,Белое золото 585 пробы,1.61 г,110262-3
31.05.2024,Sokolov,Подвеска из золота,pendants,0.13 г,990,0,,Без вставок,Красное золото 585 пробы,,036439
31.05.2024,Sokolov,Кольцо из золота,rings,1.09 г,7990,0,,Без вставок,Красное золото 585 пробы,,019424
31.05.2024,Sokolov,Серьги из золота,earrings,0.93 г,7990,0,,Без вставок,Красное золото 585 пробы,Пусет,0200217
31.05.2024,Sokolov,Серьги из золота,earrings,0.66 г,5490,0,,Без вставок,Красное золото 585 пробы,Продёвка,029432
31.05.2024,Sokolov,Серьги из золота,earrings,1.02 г,8490,0,,Без вставок,Красное золото 585 пробы,,029805
31.05.2024,Sokolov,Подвеска из золота,pendants,0.42 г,3490,0,,Без вставок,Красное золото 585 пробы,,121498
31.05.2024,Sokolov,Кольцо из золота,rings,1.72 г,23850,52990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,019254
31.05.2024,Sokolov,Серьги из золота,earrings,2.53 г,36000,79990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,0200117
31.05.2024,Sokolov,Кольцо из золота,rings,2.86 г,41850,92990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,019417
31.05.2024,Sokolov,Серьги из золота,earrings,2.75 г,38700,85990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,0200292
31.05.2024,Sokolov,Кольцо из золота,rings,3.15 г,41850,92990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,019296
31.05.2024,Sokolov,Серьги из золота,earrings,2.48 г,31500,69990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,0200165
31.05.2024,Sokolov,Кольцо из золота,rings,2.72 г,38250,84990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,019342
31.05.2024,Sokolov,Серьги из золота,earrings,2.55 г,35100,77990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,0200213
31.05.2024,Sokolov,Кольцо из золота,rings,2.24 г,27000,89990,,Без вставок,Красное золото 585 пробы,,019471
31.05.2024,Sokolov,Кольцо из золота,rings,1.32 г,21600,47990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,019268
31.05.2024,Sokolov,Серьги из золота,earrings,1.73 г,24300,53990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,0200129
31.05.2024,Sokolov,Браслет из золота,bracelets,10.75 г,168750,374990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,051465
31.05.2024,Sokolov,Браслет из золота,bracelets,3.52 г,49500,109990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,051437
31.05.2024,Sokolov,Браслет из золота,bracelets,4.66 г,72000,159990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,051460
31.05.2024,Sokolov,Браслет из золота,bracelets,4.35 г,56250,124990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,051444
31.05.2024,Sokolov,Подвеска из золота,pendants,0.32 г,5400,11990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,034923
31.05.2024,Sokolov,Подвеска из золота,pendants,0.93 г,13050,28990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,036558
31.05.2024,Sokolov,Подвеска из золота,pendants,0.53 г,7650,16990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,036556
31.05.2024,Sokolov,Подвеска из золота,pendants,0.25 г,3820,8490,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,,036288
31.05.2024,Sokolov,Серьги из золота,earrings,1.05 г,14400,31990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,027410
31.05.2024,Sokolov,Серьги из золота,earrings,1.27 г,16200,35990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Английский,0200038
31.05.2024,Sokolov,Серьги из золота,earrings,0.82 г,13500,29990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Французский,0200144
31.05.2024,Sokolov,Серьги из золота,earrings,1.12 г,16200,35990,Дополнительная скидка по акции «Готовимся к лету!» ЕЩЁ -25%,Без вставок,Красное золото 585 пробы,Пусет,0200221
31.05.2024,Sokolov,"Обручальное кольцо из золота, 2 мм",rings,1.19 г,8990,0,,Без вставок,Красное золото 585 пробы,,110032
31.05.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,2.35 г,32850,72990,,Без вставок,Красное золото 585 пробы,,110030
31.05.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,1.23 г,16650,36990,,Без вставок,Красное золото 585 пробы,,110211
31.05.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,2.49 г,33750,74990,,Без вставок,Красное золото 585 пробы,,110200
31.05.2024,Sokolov,"Обручальное кольцо из золота, comfort fit, 3,5 мм",rings,2.64 г,38250,84990,,Без вставок,Красное золото 585 пробы,,111093-01
31.05.2024,Sokolov,"Обручальное кольцо из золота, comfort fit, 4,5 мм",rings,3.21 г,49500,109990,,Без вставок,Красное золото 585 пробы,,111094-01
31.05.2024,Sokolov,"Обручальное кольцо из белого золота, comfort fit, 3,5 мм",rings,2.63 г,37350,82990,,Без вставок,Белое золото 585 пробы,,112096-01
31.05.2024,Sokolov,"Обручальное кольцо из белого золота, comfort fit, 4,5 мм",rings,3.29 г,49500,109990,,Без вставок,Белое золото 585 пробы,,112097-01
31.05.2024,Sokolov,"Обручальное кольцо из белого золота, 4 мм",rings,2.49 г,31500,69990,,Без вставок,Белое золото 585 пробы,,110201
31.05.2024,Sokolov,"Обручальное кольцо из белого золота, 3 мм",rings,1.78 г,23850,52990,,Без вставок,Белое золото 585 пробы,,110063
31.05.2024,Sokolov,"Обручальное кольцо из белого золота, 4 мм, с алмазной гранью",rings,2.56 г,35100,77990,,Без вставок,Белое золото 585 пробы,,112211
