data,competitor,name,group,weight,price,price_old,discount,insert,metal,lock_type_or_weaving_type,article
10.07.2024,Sokolov,Кольцо обручальное из золота,rings,1.61 г,12990,0,,Без вставок,Красное золото 585 пробы,1.61 г,110260
10.07.2024,Sokolov,Кольцо обручальное из белого золота,rings,1.6 г,12990,0,,Без вставок,Белое золото 585 пробы,1.6 г,110260-3
10.07.2024,Sokolov,Кольцо обручальное из золота,rings,1.63 г,12990,0,,Без вставок,Красное золото 585 пробы,1.63 г,110261
10.07.2024,Sokolov,Кольцо из белого золота,rings,1.61 г,12990,0,,Без вставок,Белое золото 585 пробы,1.61 г,110262-3
10.07.2024,Sokolov,Кольцо из золота,rings,1.09 г,7990,0,,Без вставок,Красное золото 585 пробы,,019424
10.07.2024,Sokolov,Серьги из золота,earrings,0.93 г,7990,0,,Без вставок,Красное золото 585 пробы,Пусет,0200217
10.07.2024,Sokolov,Подвеска из золота,pendants,0.13 г,990,0,,Без вставок,Красное золото 585 пробы,,036439
10.07.2024,Sokolov,Серьги из желтого золота,earrings,3.55 г,49720,110490,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Жёлтое золото 585 пробы,Замок-булавка,029870-2
10.07.2024,Sokolov,Серьги из желтого золота,earrings,1.37 г,21600,47990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Жёлтое золото 585 пробы,,0200470-2
10.07.2024,Sokolov,Кольцо из золота,rings,2.43 г,26400,87990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019259
10.07.2024,Sokolov,Серьги из золота,earrings,2.37 г,31500,69990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,Английский,0200115
10.07.2024,Sokolov,Кольцо из золота,rings,1.58 г,21600,47990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019287
10.07.2024,Sokolov,Серьги из золота,earrings,2.38 г,33750,74990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,0200238
10.07.2024,Sokolov,Кольцо из золота,rings,2.23 г,26400,87990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,018886
10.07.2024,Sokolov,Серьги из золота,earrings,1.97 г,26100,57990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,Английский,029646
10.07.2024,Sokolov,Кольцо из золота,rings,2.11 г,24750,54990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019281
10.07.2024,Sokolov,Серьги из золота,earrings,2.16 г,27000,59990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,0200134
10.07.2024,Sokolov,Кольцо из золота,rings,2.24 г,27000,89990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019471
10.07.2024,Sokolov,Серьги из золота,earrings,2.82 г,40500,89990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,Английский,0200352
10.07.2024,Sokolov,Кольцо из золота,rings,1.32 г,21600,47990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,019268
10.07.2024,Sokolov,Серьги из золота,earrings,1.73 г,24750,54990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,Английский,0200129
10.07.2024,Sokolov,Серьги из золота,earrings,1.56 г,22500,49990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,0200233
10.07.2024,Sokolov,Серьги из золота,earrings,1.43 г,21600,47990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,0200234
10.07.2024,Sokolov,Серьги из золота,earrings,1.27 г,19350,42990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,Английский,0200038
10.07.2024,Sokolov,Серьги из золота,earrings,1.12 г,13500,29990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,Пусет,0200221
10.07.2024,Sokolov,"Обручальное кольцо из золота, 2 мм",rings,1.19 г,8990,0,,Без вставок,Красное золото 585 пробы,,110032
10.07.2024,Sokolov,"Обручальное кольцо из золота, 2,5 мм",rings,1.5 г,17100,37990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,110183
10.07.2024,Sokolov,"Обручальное кольцо из золота, 3 мм",rings,1.33 г,17100,37990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,110187
10.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,1.23 г,16650,36990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,110211
10.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,1.45 г,21600,47990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,110188
10.07.2024,Sokolov,Обручальное кольцо из золота,rings,1.62 г,22500,49990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,111227
10.07.2024,Sokolov,"Обручальное кольцо из золота, 3 мм",rings,1.8 г,23850,52990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,110031
10.07.2024,Sokolov,Обручальное кольцо из золота,rings,2.62 г,22500,74990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,110248
10.07.2024,Sokolov,"Обручальное кольцо из золота, comfort fit, 3,5 мм",rings,2.54 г,38250,84990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,111093-01
10.07.2024,Sokolov,"Обручальное кольцо из золота, comfort fit, 4,5 мм",rings,3.21 г,49500,109990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,111094-01
10.07.2024,Sokolov,"Обручальное кольцо из белого золота, comfort fit, 3,5 мм",rings,2.63 г,37350,82990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Белое золото 585 пробы,,112096-01
10.07.2024,Sokolov,"Обручальное кольцо из белого золота, comfort fit, 4,5 мм",rings,3.29 г,49500,109990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Белое золото 585 пробы,,112097-01
10.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм",rings,2.49 г,33750,74990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,110200
10.07.2024,Sokolov,"Обручальное кольцо из белого золота, 4 мм",rings,2.49 г,31500,69990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Белое золото 585 пробы,,110201
10.07.2024,Sokolov,"Обручальное кольцо из золота, 4 мм, с алмазной гранью",rings,2.43 г,30600,67990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Красное золото 585 пробы,,111200
10.07.2024,Sokolov,"Обручальное кольцо из белого золота, 4 мм, с алмазной гранью",rings,2.56 г,35100,77990,Второе украшение БЕСПЛАТНО! 1 = 2,Без вставок,Белое золото 585 пробы,,112211
